Ranking,Institution,Year
701,Beijing University of Technology,2018
701,China Agricultural University,2018
701,Hunan University,2018
701,Palacky University,2018
701,University San Francisco de Quito,2018
701,Ain Shams University,2018
701,University of Patras,2018
701,Airlangga University,2018
701,"National University of Ireland, Maynooth",2018
701,Manipal University,2018
701,University of Genoa,2018
701,University of Modena,2018
701,University of Trieste,2018
701,Niigata University,2018
701,Osaka Prefecture University,2018
701,Tokyo University of Science,2018
701,Sophia University,2018
701,Dankook University,2018
701,Kyungpook National University,2018
701,Kaunas University of Technology,2018
701,University of Latvia,2018
701,International Islamic University Malaysia,2018
701,University of Utara Malaysia,2018
701,De La Salle University,2018
701,Lahore University of Management Sciences,2018
701,University of Bucharest,2018
701,Comenius University in Bratislava,2018
701,National Technical University (Kharkiv Polytechnic Institute),2018
701,Bournemouth University,2018
701,London Metropolitan University,2018
701,Middlesex University,2018
701,University of Brighton,2018
701,University of Plymouth,2018
701,Rhodes University,2018
701,University of KwaZulu-Natal,2018
701,University of Denver,2018
701,University of Central Florida,2018
701,Smith College,2018
701,Clemson University,2018
701,Southern Methodist University,2018
701,Texas Technical University,2018
701,University of Wyoming,2018
701,Beijing Jiaotong University,2018
701,Ca’ Foscari University of Venice,2018
701,Lobachevsky University,2018
701,University of the Republic,2018
751,Abu Dhabi University,2018
751,University of Klagenfurt,2018
751,University of Salzburg,2018
751,Edith Cowan University,2018
751,University of Southern Queensland,2018
751,Federal University of Santa Catarina,2018
751,University Diego Portales,2018
751,University of La Sabana,2018
751,Alexandria University,2018
751,University Lumiére - Lyon II,2018
751,University of Nantes,2018
751,Toulouse 1 University Capitole,2018
751,Budapest University of Technology and Economics,2018
751,University of Pecs,2018
751,Bogor Agricultural University (IPB University),2018
751,University of Calcutta,2018
751,Roma Tre University,2018
751,University of Brescia,2018
751,University of Ferrara,2018
751,University of Perugia,2018
751,Gunma University,2018
751,Nagoya Institute of Technology,2018
751,Yamaguchi University,2018
751,Yokohama National University,2018
751,Yeungnam University,2018
751,University of Colombo,2018
751,Metropolitan Autonomous University,2018
751,"University of Technology, Mara",2018
751,Imam Muhammad Ibn Saud Islamic University,2018
751,King Faisal University,2018
751,Kasetsart University,2018
751,Hacettepe University,2018
751,University of Hertfordshire,2018
751,University of Huddersfield,2018
751,University of Northumbria at Newcastle,2018
751,University of Salford,2018
751,University Simón Bolivar,2018
751,Florida International University,2018
751,Georgia State University,2018
751,Loyola University of Chicago,2018
751,Kansas State University,2018
751,University of New Hampshire,2018
751,University of Tulsa,2018
751,Brigham Young University,2018
751,University of Lorraine,2018
751,Belarusian National Technical University,2018
801,National University de Cuyo,2018
801,National University de Mar del Plata,2018
801,National University de Rosario,2018
801,National University de Tucumán,2018
801,National Technological University,2018
801,Australian Catholic University,2018
801,Charles Sturt University,2018
801,Southern Cross University,2018
801,University of New England,2018
